"id","Pais","Localidad","Denominación Genérica","Denominación Específica","Código","Naturaleza","Tipo"
17225,"ESPAÑA","CARBALLO","Escuela de Educación Infantil","DE TABOADA",15025232,"Centro público",0
17226,"ESPAÑA","CORUÑA (A)","Centro Público de Educación de Personas Adultas (Presencial)","E.P.A.ECCA",15025244,"Centro público",0
17227,"ESPAÑA","LARACHA (A)","Colegio Público","ALFREDO BRAÑAS",15025256,"Centro público",0
17228,"ESPAÑA","NARÓN","Instituto de Educación Secundaria (IES)","AS TELLEIRAS",15025268,"Centro público",0
17229,"ESPAÑA","RIBEIRA","Escuela de Educación Infantil","DE BRETAL-OLVEIRA",15025271,"Centro público",0
17230,"ESPAÑA","BETANZOS","Centro Privado de Educación Infantil","PARVULARIO ROSALIA",15024525,"Centro privado",2
17231,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación de Personas Adultas (Presencial)","CENTRO DE ESTUDIOS V.G.",15024537,"Centro privado",2
17232,"ESPAÑA","ARTEIXO","Escuela de Educación Infantil","DE GALAN",15024550,"Centro público",0
17233,"ESPAÑA","ARTEIXO","Escuela de Educación Infantil","DE RAÑA",15024562,"Centro público",0
17234,"ESPAÑA","CAMBRE","Escuela de Educación Infantil","DE FONTEMOURA",15024586,"Centro público",0
17235,"ESPAÑA","CARBALLO","Escuela de Educación Infantil","DE GONTADE",15024598,"Centro público",0
17236,"ESPAÑA","CARBALLO","Escuela de Educación Infantil","DE VILELA",15024604,"Centro público",0
17237,"ESPAÑA","MUROS","Escuela de Educación Infantil","DE AVESADA",15024707,"Centro público",0
17238,"ESPAÑA","PADERNE","Escuela de Educación Infantil","DE SOUTO",15024744,"Centro público",0
17239,"ESPAÑA","PORTO DO SON","Escuela de Educación Infantil","DE CARBALLOSA",15024756,"Centro público",0
17240,"ESPAÑA","MELIDE","Conservatorio de Música o Danza","DE MELIDE",15027162,"Centro público",0
17241,"ESPAÑA","CORUÑA (A)","Centro Privado de Música o Danza","BABY STUDY",15027174,"Centro privado",2
17242,"ESPAÑA","NARÓN","Centro Privado de Educación  Especial","NTRA.SRA.DEL CHAMORRO",15027186,"Centro privado",2
17243,"ESPAÑA","SADA","Centro Privado de Educación de Personas Adultas (Presencial)","ACADEMIA TEMA",15027204,"Centro privado",2
17244,"ESPAÑA","NEDA","Instituto de Educación Secundaria (IES)","FERNANDO ESQUIO",15027216,"Centro público",0
17245,"ESPAÑA","OLEIROS","Instituto de Educación Secundaria (IES)","MARIA CASARES",15027228,"Centro público",0
17246,"ESPAÑA","CEDEIRA","Colegio Público","O AREAL",15027231,"Centro público",0
17247,"ESPAÑA","CORUÑA (A)","Colegio Público","JUAN FERNANDEZ LATORRE",15027241,"Centro público",0
17248,"ESPAÑA","CULLEREDO","Colegio Público","ISAAC DIAZ PARDO",15027253,"Centro público",0
17249,"ESPAÑA","CULLEREDO","Colegio Público","DE O BURGO",15027265,"Centro público",0
17250,"ESPAÑA","AMES","Colegio Público","DE BAROUTA",15026637,"Centro público",0
17251,"ESPAÑA","POBRA DO CARAMIÑAL (A)","Centro Privado de Formación Profesional Específica","DIVINO MAESTRO",15026649,"Centro privado",2
17252,"ESPAÑA","BETANZOS","Conservatorio de Música o Danza","CMUS ELEMENTAL DE BETANZOS",15026650,"Centro público",0
17253,"ESPAÑA","CARBALLO","Conservatorio de Música o Danza","CMUS PROFESIONAL DE CARBALLO",15026662,"Centro público",0
17254,"ESPAÑA","BOIRO","Instituto de Educación Secundaria (IES)","ESPIÑEIRA",15026698,"Centro público",0
17255,"ESPAÑA","CAMBRE","Instituto de Educación Secundaria (IES)","DAVID BUJAN",15026704,"Centro público",0
17256,"ESPAÑA","CORUÑA (A)","Instituto de Educación Secundaria (IES)","ADORMIDERAS",15026716,"Centro público",0
17257,"ESPAÑA","CULLEREDO","Conservatorio de Música o Danza",,15026728,"Centro público",0
17258,"ESPAÑA","NOIA","Instituto de Educación Secundaria (IES)","CAMPO DE SAN ALBERTO",15026731,"Centro público",0
17259,"ESPAÑA","PONTES DE GARCÍA RODRÍGUEZ (AS)","Conservatorio de Música o Danza","CMUS PROFESIONAL DAS PONTES DE G. RODRÍG",15026741,"Centro público",0
17260,"ESPAÑA","SANTIAGO DE COMPOSTELA","Instituto de Educación Secundaria (IES)","A PONTEPEDRIÑA",15026753,"Centro público",0
17261,"ESPAÑA","MALPICA DE BERGANTIÑOS","Colegio Público","MILLADOIRO",15026765,"Centro público",0
17262,"ESPAÑA","SANTA COMBA","Colegio Público","PEPE DE SAN BAÑA",15026777,"Centro público",0
17263,"ESPAÑA","VIMIANZO","Colegio Público","DE BAIÑAS",15026789,"Centro público",0
17264,"ESPAÑA","PONTES DE GARCÍA RODRÍGUEZ (AS)","Colegio Público","C.R.A.",15026790,"Centro público",0
17265,"ESPAÑA","RIANXO","Instituto de Educación Secundaria (IES)","FELIX MURIEL",15026807,"Centro público",0
17266,"ESPAÑA","CORUÑA (A)","Escuela Privada de Música y/o Danza","OBRADOIRO",15026947,"Centro privado",2
17267,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación de Personas Adultas (Presencial)","CENTRO ESTUDIOS TAG.-C.DE EPA",15026959,"Centro privado",2
17268,"ESPAÑA","MUROS","Instituto de Educación Secundaria (IES)","FONTEXERIA",15026388,"Centro público",0
17269,"ESPAÑA","NEGREIRA","Instituto de Educación Secundaria (IES)","XULIAN MAGARIÑOS",15026391,"Centro público",0
17270,"ESPAÑA","PONTECESO","Instituto de Educación Secundaria (IES)","IES. DE PONTECESO",15026406,"Centro público",0
17271,"ESPAÑA","VIMIANZO","Instituto de Educación Secundaria (IES)","TERRA DE SONEIRA",15026418,"Centro público",0
17272,"ESPAÑA","CORUÑA (A)","Instituto de Educación Secundaria (IES)","RAFAEL DIESTE",15026421,"Centro público",0
17273,"ESPAÑA","NARÓN","Instituto de Educación Secundaria (IES)","TERRA DE TRASANCOS",15026455,"Centro público",0
17274,"ESPAÑA","CARBALLO","Colegio Público","DE XOANE DA CARRETERA",15023600,"Centro público",0
17275,"ESPAÑA","CEE","Colegio Público","DE LIRES",15023636,"Centro público",0
17276,"ESPAÑA","CORUÑA (A)","Colegio Público","LA PORCIUNCULA",15023673,"Centro público",0
17277,"ESPAÑA","DUMBRÍA","Escuela de Educación Infantil","DE BUSTELO",15023685,"Centro público",0
17278,"ESPAÑA","MUXÍA","Colegio Público","DE SUXO",15023715,"Centro público",0
17279,"ESPAÑA","MUROS","Escuela de Educación Infantil","DE MUROS",15023727,"Centro público",0
17280,"ESPAÑA","NARÓN","Colegio Público","A SOLANA",15023740,"Centro público",0
17281,"ESPAÑA","NEGREIRA","Escuela de Educación Infantil","DE PESADOIRA",15023764,"Centro público",0
17282,"ESPAÑA","ORDES","Colegio Público","DE A SENRA",15023776,"Centro público",0
17283,"ESPAÑA","OROSO","Escuela de Educación Infantil","DE VALVERDE",15023788,"Centro público",0
17284,"ESPAÑA","TRAZO","Colegio Público","DE OUTEIRO",15023821,"Centro público",0
17285,"ESPAÑA","VIMIANZO","Colegio Público","DE CERBAN",15023831,"Centro público",0
17286,"ESPAÑA","ZAS","Escuela de Educación Infantil","DE MEANOS",15023855,"Centro público",0
17287,"ESPAÑA","ZAS","Escuela de Educación Infantil","DE PEDRA PADREIRO",15023867,"Centro público",0
17288,"ESPAÑA","CAMBRE","Colegio Público","GONZALO TORRENTE BALLESTER",15023065,"Centro público",0
17289,"ESPAÑA","NARÓN","Colegio Público","DE NARON",15026111,"Centro público",0
17290,"ESPAÑA","OLEIROS","Instituto de Educación Secundaria (IES)","XOSE NEIRA VILAS",15026121,"Centro público",0
17291,"ESPAÑA","PINO (O)","Colegio Público","DE BEIS-SADA",15026133,"Centro público",0
17292,"ESPAÑA","SANTA COMBA","Colegio Público","DE SANTA  COMBA",15026157,"Centro público",0
17293,"ESPAÑA","TEO","Colegio Público","DE TEO",15026169,"Centro público",0
17294,"ESPAÑA","RIBEIRA","Centro Público de Educación de Personas Adultas (Presencial)","EPA DE RIBEIRA",15026182,"Centro público",0
17295,"ESPAÑA","PONTES DE GARCÍA RODRÍGUEZ (AS)","Colegio Público","A FRAGA",15026194,"Centro público",0
17296,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Educación Infantil","SNOOPY",15026200,"Centro privado",2
17297,"ESPAÑA","ARTEIXO","Centro Privado de Educación de Personas Adultas (Presencial)","ABACO-C.DE EPA",15026212,"Centro privado",2
17298,"ESPAÑA","POBRA DO CARAMIÑAL (A)","Escuela de Educación Infantil","DE ANGUSTIA",15026236,"Centro público",0
17299,"ESPAÑA","BOIMORTO","Centro Público de Educación de Personas Adultas (Presencial)",,15026273,"Centro público",0
17300,"ESPAÑA","CEDEIRA","Centro Público de Educación de Personas Adultas (Presencial)",,15026285,"Centro público",0
17301,"ESPAÑA","BRIÓN","Instituto de Educación Secundaria (IES)","BRIÓN",15026352,"Centro público",0
17302,"ESPAÑA","OUTES","Centro Público de Educación de Personas Adultas (Presencial)",,15026364,"Centro público",0
17303,"ESPAÑA","CEDEIRA","Instituto de Educación Secundaria (IES)","PUNTA CANDIEIRA",15026376,"Centro público",0
17304,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Privada de Música y/o Danza","ESCOLA DE MUSICA BERENGUELA",15032111,"Centro privado",2
17305,"ESPAÑA","ARZÚA","Instituto de Educación Secundaria (IES)","DE ARZUA",15027733,"Centro público",0
17306,"ESPAÑA","SANTIAGO DE COMPOSTELA","Colegio Público de Educación Especial","A BARCIA",15027745,"Centro público",0
17307,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación  Especial","ASPANAES",15027757,"Centro privado",2
17308,"ESPAÑA","TEO","Escuela Privada de Música y/o Danza","ESCUELA DE MUSICA PRIVADA DE CALO-TEO",15027769,"Centro privado",2
17309,"ESPAÑA","CORUÑA (A)","Instituto de Educación Secundaria (IES)","A SARDIÑEIRA (N.1)",15027770,"Centro público",0
17310,"ESPAÑA","ORDES","Instituto de Educación Secundaria (IES)","N.1",15027782,"Centro público",0
17311,"ESPAÑA","CORUÑA (A)","Instituto de Educación Secundaria (IES)","IMAXE E SON",15027800,"Centro público",0
17312,"ESPAÑA","RIBEIRA","Instituto de Educación Secundaria (IES)","ESCUELA OFICIAL NAUTICO PESQUERA",15027812,"Centro público",0
17313,"ESPAÑA","SANTISO","Escuela Privada de Música y/o Danza","ESCUELA DE MUSICA DE VISANTOÑA",15027824,"Centro privado",2
17314,"ESPAÑA","MALPICA DE BERGANTIÑOS","Colegio Público","PEDRA DA ARCA",15027836,"Centro público",0
17315,"ESPAÑA","PONTECESO","Colegio Público","NOSA SEÑORA DO FARO",15027848,"Centro público",0
17316,"ESPAÑA","BOIRO","Instituto de Educación Secundaria (IES)","A CACHADA",15027851,"Centro público",0
17317,"ESPAÑA","CAMARIÑAS","Instituto de Educación Secundaria (IES)","DE CAMARIÑAS",15027861,"Centro público",0
17318,"ESPAÑA","CAMBRE","Instituto de Educación Secundaria (IES)","ALFONSO X O SABIO",15027873,"Centro público",0
17319,"ESPAÑA","CARNOTA","Instituto de Educación Secundaria (IES)","LAMAS DE CASTELO",15027885,"Centro público",0
17320,"ESPAÑA","CORUÑA (A)","Instituto de Educación Secundaria (IES)","PASEO DAS PONTES",15027897,"Centro público",0
17321,"ESPAÑA","CULLEREDO","Instituto de Educación Secundaria (IES)","EDUARDO BLANCO AMOR",15027903,"Centro público",0
17322,"ESPAÑA","FISTERRA","Instituto de Educación Secundaria (IES)","FIN DO CAMIÑO",15027915,"Centro público",0
17323,"ESPAÑA","MUXÍA","Instituto de Educación Secundaria (IES)","RAMON CAAMAÑO",15027927,"Centro público",0
17324,"ESPAÑA","CORUÑA (A)","Escuela Privada de Música y/o Danza","ARMONIA",15027496,"Centro privado",2
17325,"ESPAÑA","SANTIAGO DE COMPOSTELA","Colegio Público de Educación Especial","CENTRO DE EDUCACIÓN ESPECIAL MANUEL LÓPEZ NAVALÓN",15027502,"Centro público",0
17326,"ESPAÑA","PORTO DO SON","Escuela Pública de Música y/o Danza","MUNICIPAL DEL PUERTO DEL SON",15027514,"Centro público",0
17327,"ESPAÑA","MELIDE","Colegio Público","MESTRE PASTOR BARRAL",15027526,"Centro público",0
17328,"ESPAÑA","RIANXO","Colegio Público","DE RIANXO",15027551,"Centro público",0
17329,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Privada de Música y/o Danza","ESTUDIO- ESCUELA DE MUSICA",15027575,"Centro privado",2
17330,"ESPAÑA","ARZÚA","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE MUSICA",15027587,"Centro público",0
17331,"ESPAÑA","CARNOTA","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE MUSICA",15027605,"Centro público",0
17332,"ESPAÑA","FERROL","Conservatorio de Música o Danza","CONSERVATORIO PROFESIONAL DE MÚSICA XAN VIAÑO",15027617,"Centro público",0
17333,"ESPAÑA","TEO","Escuela Privada de Música y/o Danza","ALLEGRO",15027629,"Centro privado",2
17334,"ESPAÑA","LARACHA (A)","Instituto de Educación Secundaria (IES)","AGRA DE LEBORIS",15027654,"Centro público",0
17335,"ESPAÑA","CEE","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA DE CEE",15027666,"Centro público",0
17336,"ESPAÑA","PONTES DE GARCÍA RODRÍGUEZ (AS)","Centro Privado de Educación  Especial","ASPANAES",15027678,"Centro privado",2
17337,"ESPAÑA","CEDEIRA","Centro Privado de Educación  Especial","CENTRO DE EDUCACION ESPECIAL DE REGOA",15027681,"Centro privado",2
17338,"ESPAÑA","CORUÑA (A)","Centro Público de Educación de Personas Adultas (Presencial)","EDUARDO PONDAL",15025621,"Centro público",0
17339,"ESPAÑA","FENE","Colegio Público","OS CASAIS",15025633,"Centro público",0
17340,"ESPAÑA","PONTEDEUME","Colegio Público","DE ANDRADE",15024963,"Centro público",0
17341,"ESPAÑA","SANTIAGO DE COMPOSTELA","Colegio Público","PIO XII",15024975,"Centro público",0
17342,"ESPAÑA","CORUÑA (A)","Colegio Público","SAN FRANCISCO JAVIER",15025025,"Centro público",0
17343,"ESPAÑA","CORUÑA (A)","Colegio Público","SAGRADA FAMILIA",15025037,"Centro público",0
17344,"ESPAÑA","OLEIROS","Colegio Público","RAMON MARIA DEL VALLE INCLAN",15025050,"Centro público",0
17345,"ESPAÑA","PORTO DO SON","Colegio Público","DE PORTOSIN",15025062,"Centro público",0
17346,"ESPAÑA","SOMOZAS (AS)","Colegio Público","DE IGREXA",15025074,"Centro público",0
17347,"ESPAÑA","CORUÑA (A)","Centro Privado de Formación Profesional Específica","FROXAN",15025104,"Centro privado",2
17348,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado con varias Enseñanzas de Régimen General","SANTA APOLONIA",15025116,"Centro privado",1
17349,"ESPAÑA","FERROL","Centro Privado de Educación Infantil","ULTRAMAR",15025128,"Centro privado",2
17350,"ESPAÑA","CULLEREDO","Centro Privado de Educación Infantil","OS PEQUERRECHOS",15025141,"Centro privado",2
17351,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Privada de Música y/o Danza","ESC.DE MUSICA HODIGUITRIA",15025165,"Centro privado",2
17352,"ESPAÑA","AMES","Colegio Público","DE VENTÍN",15025220,"Centro público",0
17353,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Educación Infantil","DOLORES RAMOS-MANUEL PELETEIRO",15027423,"Centro privado",2
17354,"ESPAÑA","CAMBRE","Centro Privado de Educación de Personas Adultas (Presencial)","ACADEMIA EL TEMPLE",15027435,"Centro privado",2
17355,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Privada de Música y/o Danza","THE BALLET STUDIO",15027447,"Centro privado",2
17356,"ESPAÑA","FERROL","Escuela Privada de Música y/o Danza","ROND DE JAMBE",15027459,"Centro privado",2
17357,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación de Personas Adultas (Presencial)","VIOLETAS",15027460,"Centro privado",2
17358,"ESPAÑA","BOIRO","Centro Privado de Educación de Personas Adultas (Presencial)","CENTRAL ACADEMIA",15027472,"Centro privado",2
17359,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Música o Danza","MANUEL PELETEIRO",15027484,"Centro privado",2
17360,"ESPAÑA","FERROL","Colegio Público","DE PONZOS",15026960,"Centro público",0
17361,"ESPAÑA","AMES","Centro Privado de Educación de Personas Adultas (Presencial)","CENTRO DE ESTUDIOS SAR -C.DE EPA",15026972,"Centro privado",2
17362,"ESPAÑA","CORUÑA (A)","Escuela Superior de Arte Dramático","ESC.DE ARTE DRAMATICO Y DANZA",15027010,"Centro público",0
17363,"ESPAÑA","NOIA","Conservatorio de Música o Danza","FEDERICO PAZ CARBAJAL",15027022,"Centro público",0
17364,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Educación Infantil","RAIOLA",15027046,"Centro privado",2
17365,"ESPAÑA","SANTIAGO DE COMPOSTELA","Instituto de Educación Secundaria (IES)","AS FONTIÑAS",15027058,"Centro público",0
17366,"ESPAÑA","ABEGONDO","Instituto de Educación Secundaria (IES)","DE VIONS",15027125,"Centro público",0
17367,"ESPAÑA","BOIRO","Colegio Público","DE CESPON",15027149,"Centro público",0
17368,"ESPAÑA","CORUÑA (A)","Escuela Privada de Música y/o Danza","ESCOLA DE DANZA CARMEN",15032613,"Centro privado",2
17369,"ESPAÑA","AMES","Colegio Público","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA AGRO DO MUÍÑO (ORTOÑO- AMES)",15032625,"Centro público",0
17370,"ESPAÑA","MUROS","Escuela Pública de Música y/o Danza","ESCUELA DE MÚSICA MUNICIPAL DE MUROS",15032637,"Centro público",0
17371,"ESPAÑA","AMES","Escuela de Educación Infantil","ESCUELA INFANTIL MILLADOIRO (BIDUÍDO- AMES)",15032649,"Centro público",0
17372,"ESPAÑA","CURTIS","Centro Público de Educación de Personas Adultas (Presencial)","NO CONSTA",15032650,"Centro público",0
17373,"ESPAÑA","SADA","Instituto de Educación Secundaria (IES)","O MOSTEIRÓN",15032662,"Centro público",0
17374,"ESPAÑA","RIBEIRA","Centro Privado de Educación  Especial","AMICOS",15032674,"Centro privado",2
17375,"ESPAÑA","SADA","Colegio Público","O MOSTEIRÓN",15032686,"Centro público",0
17376,"ESPAÑA","CORUÑA (A)","Centro Privado de Música o Danza","LICEO LA PAZ",15032698,"Centro privado",2
17377,"ESPAÑA","BETANZOS","Centro Privado de Formación Profesional Específica","CENTRO PRIVADO PELOMANÍA",15032704,"Centro privado",2
17378,"ESPAÑA","ARTEIXO","Colegio Público","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA DE ARTEIXO",15032716,"Centro público",0
17379,"ESPAÑA","FERROL","Centro Privado de Formación Profesional Específica","PC CARRIER",15032339,"Centro privado",2
17380,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Formación Profesional Específica","FORHERMO",15032340,"Centro privado",2
17381,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Formación Profesional Específica","FESAN",15032364,"Centro privado",2
17382,"ESPAÑA","ARTEIXO","Escuela de Educación Infantil","ESCUELA DE EDUCACIÓN INFANTIL DE VILARRODÍS-OSEIRO",15032376,"Centro público",0
17383,"ESPAÑA","NOIA","Escuela Pública de Música y/o Danza","BANDA DE NOIA",15032388,"Centro público",0
17384,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Público Integrado de Formación Profesional","CIFP SANTIAGO",15032391,"Centro público",0
17385,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Educación Infantil","SANTA APOLONIA II",15032406,"Centro privado",2
17386,"ESPAÑA","SANTIAGO DE COMPOSTELA","Conservatorio de Música o Danza","DE SANTIAGO DE COMPOSTELA",15032418,"Centro público",0
17387,"ESPAÑA","CAMBRE","Colegio Público","O GRAXAL",15032421,"Centro público",0
17388,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación de Personas Adultas (Presencial)","AULA NOSA",15032431,"Centro privado",2
17389,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Música o Danza","HODIGUITRIA II",15032443,"Centro privado",2
17390,"ESPAÑA","CABANA DE BERGANTIÑOS","Escuela Pública de Música y/o Danza","MUNICIPAL DE CABANA DE BERGANTIÑOS",15032479,"Centro público",0
17391,"ESPAÑA","CULLEREDO","Escuela de Educación Infantil","COLEGIO RURAL AGRUPADO DE CULLEREDO",15032480,"Centro público",0
17392,"ESPAÑA","DODRO","Colegio Público","COLEGIO RURAL AGRUPADO DE DODRO",15032492,"Centro público",0
17393,"ESPAÑA","OROSO","Escuela de Educación Infantil","COLEGIO RURAL AGRUPADO DE OROSO",15032509,"Centro público",0
17394,"ESPAÑA","ROIS","Escuela Pública de Música y/o Danza",,15032510,"Centro público",0
17395,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Formación Profesional Específica","REYBLANC",15032522,"Centro privado",2
17396,"ESPAÑA","ABEGONDO","Centro Privado de Enseñanzas Deportivas","CENTRO AUTORIZADO DE FÚTBOL REAL CLUB DEPORTIVO DA CORUÑA",15032534,"Centro privado",2
17397,"ESPAÑA","ORTIGUEIRA","Escuela Pública de Música y/o Danza","ESCOLA DE MUSICA MUNICIPAL DE ORTIGUEIRA",15032133,"Centro público",0
17398,"ESPAÑA","ARTEIXO","Instituto de Educación Secundaria (IES)","PASTORIZA  (Nº 3)",15032145,"Centro público",0
17399,"ESPAÑA","CULLEREDO","Centro Privado con varias Enseñanzas de Régimen General","ANDAINA",15032157,"Centro privado",1
17400,"ESPAÑA","CORUÑA (A)","Centro Privado de Formación Profesional Específica","TOMAS BARROS",15032169,"Centro privado",2
17401,"ESPAÑA","CARBALLO","Centro Privado de Formación Profesional Específica","CENTRO ASTARTE",15032170,"Centro privado",2
17402,"ESPAÑA","CORISTANCO","Colegio Público","NOVO MENCER",15026480,"Centro público",0
17403,"ESPAÑA","CORUÑA (A)","Conservatorio de Música o Danza",,15026492,"Centro público",0
17404,"ESPAÑA","VALDOVIÑO","Colegio Público","DE VALDOVIÑO",15026509,"Centro público",0
17405,"ESPAÑA","BETANZOS","Centro Privado de Educación de Personas Adultas (Presencial)","ACADEMIA EXITO C.DE EPA",15026510,"Centro privado",2
17406,"ESPAÑA","BETANZOS","Centro Privado de Educación de Personas Adultas (Presencial)","INSTITUTO GALLEGO C.DE EPA",15026522,"Centro privado",2
17407,"ESPAÑA","SANTIAGO DE COMPOSTELA","Colegio Público","C.DE E.COMPENSATORIA",15026534,"Centro público",0
17408,"ESPAÑA","FERROL","Escuela Oficial de Idiomas (EOI)","E.O.I.",15026546,"Centro público",0
17409,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación de Personas Adultas (Presencial)","INSTITUTO GALLEGO",15026558,"Centro privado",2
17410,"ESPAÑA","CORUÑA (A)","Centro Privado de Formación Profesional Específica","COFISAD",15026571,"Centro privado",2
17411,"ESPAÑA","CAMBRE","Centro Privado de Educación de Personas Adultas (Presencial)","CENTRO DE ESTUDIOS AULA",15026583,"Centro privado",2
17412,"ESPAÑA","FERROL","Centro Privado de Educación de Personas Adultas (Presencial)","ACADEMIA RUBALCAVA",15026595,"Centro privado",2
17413,"ESPAÑA","SANTA COMBA","Centro Privado de Educación de Personas Adultas (Presencial)","CESCO C.DE EPA",15026601,"Centro privado",2
17414,"ESPAÑA","MUGARDOS","Centro Privado de Educación de Personas Adultas (Presencial)","ACADEMIA MARTE-C.DE EPA",15026042,"Centro privado",2
17415,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación Infantil","ESC.INFANTIL MERCADO MUNICIPAL MONTE ALT",15026066,"Centro privado",2
17416,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Educación Infantil","OS RAPACIÑOS",15026078,"Centro privado",2
17417,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Formación Profesional Específica","CENTRO PRIVADO PREMIR",15032728,"Centro privado",2
17418,"ESPAÑA","CORUÑA (A)","Centro Privado de Enseñanzas Deportivas","CENTRO AUTORIZADO DE FÚTBOL Y FÚTBOL SALA DE LA FEDERACIÓN GALLEGA DE FÚTBOL",15032731,"Centro privado",2
17419,"ESPAÑA","ORDES","Escuela de Educación Infantil"," EEI. DE  UZAS",15603173,"Centro público",0
17420,"ESPAÑA","CORUÑA (A)","Centro Privado de Enseñanzas Deportivas","CENTRO AUTORIZADO DE FUTBOL SALA LICEO LA PAZ",15032546,"Centro privado",2
17421,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Enseñanzas Deportivas","CENTRO AUTORIZADO DE FÚTBOL SALA SANTA APOLONIA",15032558,"Centro privado",2
17422,"ESPAÑA","BERGONDO","Colegio Público","BERGONDO",15032561,"Centro público",0
17423,"ESPAÑA","BOQUEIXÓN","Colegio Público","COLEGIO RURAL AGRUPADO DE BOQUEIXÓN-VEDRA",15032571,"Centro público",0
17424,"ESPAÑA","FENE","Centro Público Integrado de Formación Profesional","NO CONSTA",15032583,"Centro público",0
17425,"ESPAÑA","CORUÑA (A)","Centro Privado de Formación Profesional Específica","CENP",15032595,"Centro privado",2
17426,"ESPAÑA","SADA","Escuela Pública de Música y/o Danza","ESCUELA DE MÚSICA MUNICIPAL DE SADA",15032601,"Centro público",0
17427,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Oficial de Idiomas (EOI)","E.O.I. DE SANTIAGO DE COMPOSTELA",15032194,"Centro público",0
17428,"ESPAÑA","RIBEIRA","Conservatorio de Música o Danza","RIBEIRA",15032200,"Centro público",0
17429,"ESPAÑA","MUXÍA","Colegio Público","OS REMUIÑOS",15032212,"Centro público",0
17430,"ESPAÑA","AMES","Centro Privado de Música o Danza","ALCA",15032224,"Centro privado",2
17431,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Formación Profesional Específica","O RAIO VERDE",15032236,"Centro privado",2
17432,"ESPAÑA","ARTEIXO","Centro Privado de Educación Infantil","VAGALUME",15032248,"Centro privado",2
17433,"ESPAÑA","CARBALLO","Colegio Público","PONTE DE PEDRA",15032251,"Centro público",0
17434,"ESPAÑA","ORDES","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE ORDES",15032261,"Centro público",0
17435,"ESPAÑA","BAÑA (A)","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA MUNICIPAL DE A BAÑA",15032273,"Centro público",0
17436,"ESPAÑA","BETANZOS","Centro Privado de Formación Profesional Específica","ARTABROS",15032285,"Centro privado",2
17437,"ESPAÑA","CORUÑA (A)","Conservatorio de Música o Danza",,15032303,"Centro público",0
17438,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE SANTIAGO COMPOSTELA",15032315,"Centro público",0
17439,"ESPAÑA","SANTIAGO DE COMPOSTELA","Colegio Público de Educación Especial","O PEDROSO",15032327,"Centro público",0
17440,"ESPAÑA","ORDES","Instituto de Educación Secundaria (IES)","MARUXA MALLO",15027939,"Centro público",0
17441,"ESPAÑA","MUROS","Instituto de Educación Secundaria (IES)","AS INSUAS",15027940,"Centro público",0
17442,"ESPAÑA","OLEIROS","Instituto de Educación Secundaria (IES)","MIRAFLORES",15027952,"Centro público",0
17443,"ESPAÑA","OROSO","Instituto de Educación Secundaria (IES)","IES. DE OROSO",15027964,"Centro público",0
17444,"ESPAÑA","OUTES","Instituto de Educación Secundaria (IES)","POETA AÑON",15027976,"Centro público",0
17445,"ESPAÑA","CORUÑA (A)","Escuela Pública de Música y/o Danza","MUNICIPAL",15027988,"Centro público",0
17446,"ESPAÑA","PADRÓN","Colegio Público","DE POUSADA CARCACIA",15028002,"Centro público",0
