"id","Pais","Localidad","Denominación Genérica","Denominación Específica","Código","Naturaleza","Tipo"
242,"ESPAÑA","VIATOR","Centro Público de Educación de Personas Adultas (Presencial)",,4500805,"Centro público",0
243,"ESPAÑA","PECHINA","Centro Público de Educación de Personas Adultas (Presencial)",,4500817,"Centro público",0
244,"ESPAÑA","OLULA DEL RÍO","Centro Público de Educación de Personas Adultas (Presencial)",,4500866,"Centro público",0
245,"ESPAÑA","MACAEL","Centro Público de Educación de Personas Adultas (Presencial)",,4500878,"Centro público",0
246,"ESPAÑA","FINES","Centro Público de Educación de Personas Adultas (Presencial)",,4500881,"Centro público",0
247,"ESPAÑA","ALBOX","Centro Público de Educación de Personas Adultas (Presencial)","LA LOMA",4500908,"Centro público",0
248,"ESPAÑA","ZURGENA","Centro Público de Educación de Personas Adultas (Presencial)",,4500921,"Centro público",0
249,"ESPAÑA","CANTORIA","Centro Público de Educación de Personas Adultas (Presencial)",,4500933,"Centro público",0
250,"ESPAÑA","ARBOLEAS","Centro Público de Educación de Personas Adultas (Presencial)",,4500945,"Centro público",0
251,"ESPAÑA","ROQUETAS DE MAR","Centro Público de Educación de Personas Adultas (Presencial)","DOSCIENTAS VIVIENDAS",4500374,"Centro público",0
252,"ESPAÑA","LUBRÍN","Centro Público de Educación de Personas Adultas (Presencial)",,4500404,"Centro público",0
253,"ESPAÑA","SORBAS","Centro Público de Educación de Personas Adultas (Presencial)",,4500416,"Centro público",0
254,"ESPAÑA","HUÉRCAL-OVERA","Centro Público de Educación de Personas Adultas (Presencial)",,4500428,"Centro público",0
255,"ESPAÑA","PULPÍ","Centro Público de Educación de Personas Adultas (Presencial)",,4500431,"Centro público",0
256,"ESPAÑA","CUEVAS DEL ALMANZORA","Centro Público de Educación de Personas Adultas (Presencial)",,4500453,"Centro público",0
257,"ESPAÑA","ANTAS","Centro Público de Educación de Personas Adultas (Presencial)",,4500465,"Centro público",0
258,"ESPAÑA","VERA","Centro Público de Educación de Personas Adultas (Presencial)",,4500477,"Centro público",0
259,"ESPAÑA","TURRE","Centro Público de Educación de Personas Adultas (Presencial)",,4500489,"Centro público",0
260,"ESPAÑA","MOJÁCAR","Centro Público de Educación de Personas Adultas (Presencial)",,4500490,"Centro público",0
261,"ESPAÑA","GARRUCHA","Centro Público de Educación de Personas Adultas (Presencial)",,4500507,"Centro público",0
262,"ESPAÑA","GALLARDOS (LOS)","Centro Público de Educación de Personas Adultas (Presencial)",,4500519,"Centro público",0
263,"ESPAÑA","EJIDO (EL)","Centro Público de Educación de Personas Adultas (Presencial)","EL EJIDO",4500520,"Centro público",0
264,"ESPAÑA","ALMERÍA","Centro Público de Educación de Personas Adultas (Presencial)","ALCAZABA",4500581,"Centro público",0
265,"ESPAÑA","VÍCAR","Escuela Oficial de Idiomas (EOI)",,4008893,"Centro público",0
266,"ESPAÑA","ROQUETAS DE MAR","Escuela Oficial de Idiomas (EOI)",,4008901,"Centro público",0
267,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Enseñanzas de Régimen General","VILLA ÁFRICA",4008911,"Centro privado",1
268,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Enseñanzas de Régimen General","EL RACHO",4008923,"Centro privado",1
269,"ESPAÑA","EJIDO (EL)","Centro Privado de Enseñanzas de Régimen General","BAMBI",4008935,"Centro privado",1
270,"ESPAÑA","EJIDO (EL)","Centro Privado de Educación Infantil","TRAVESURAS",4008558,"Centro privado",2
271,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","PEQUEÑOS GENIOS",4008561,"Centro privado",2
272,"ESPAÑA","HUÉRCAL-OVERA","Centro Privado de Educación Infantil","ADIBÚ",4008571,"Centro privado",2
273,"ESPAÑA","NÍJAR","Centro Privado de Enseñanzas de Régimen General","PEQUEÑILANDIA",4008583,"Centro privado",1
274,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","CASA DE NIÑOS Y NIÑAS DE LA FUENTECICA",4008595,"Centro privado",1
275,"ESPAÑA","EJIDO (EL)","Centro Privado de Enseñanzas de Régimen General","EJIDO-BABY",4008601,"Centro privado",1
276,"ESPAÑA","VÍCAR","Centro Privado de Enseñanzas de Régimen General","EMI",4008613,"Centro privado",1
277,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","GRUÑONES",4008625,"Centro privado",1
278,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","BAMBI",4008637,"Centro privado",1
279,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","MICKEY-PARK",4008649,"Centro privado",2
280,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","PANTERA ROSA",4008650,"Centro privado",1
281,"ESPAÑA","ALBOX","Centro Privado de Enseñanzas de Régimen General","VIRGEN DEL SALIENTE",4008662,"Centro privado",1
282,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","LA OCA",4008674,"Centro privado",1
283,"ESPAÑA","VÍCAR","Centro Público de Educación de Personas Adultas (Presencial)",,4500313,"Centro público",0
284,"ESPAÑA","MOJONERA (LA)","Centro Público de Educación de Personas Adultas (Presencial)","LA MOJONERA-VISO",4500337,"Centro público",0
285,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","LAS MARINAS",4010221,"Centro privado",2
286,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","MUNDO DE SUEÑOS",4010243,"Centro privado",2
287,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","LA BOLA AZUL",4010255,"Centro privado",2
288,"ESPAÑA","NÍJAR","Escuela de Educación Infantil","VILLA DE NÍJAR",4010279,"Centro público",0
289,"ESPAÑA","ORIA","Escuela de Educación Infantil","MAESTRA MARÍA GONZÁLEZ RECHE",4010280,"Centro público",0
290,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","SAN PABLO",4010292,"Centro privado",2
291,"ESPAÑA","NÍJAR","Escuela de Educación Infantil","CAMPOHERMOSO",4010309,"Centro público",0
292,"ESPAÑA","NÍJAR","Escuela de Educación Infantil","EL BARRANQUETE",4010310,"Centro público",0
293,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","VILLA JARDÍN II",4010322,"Centro privado",2
294,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil",4010334,4010334,"Centro privado",2
295,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","CARRUSEL",4010346,"Centro privado",2
296,"ESPAÑA","ADRA","Centro Privado de Educación Infantil","MUNDO MÁGICO",4010358,"Centro privado",2
297,"ESPAÑA","EJIDO (EL)","Centro Privado con varias Enseñanzas de Régimen General","LICEO MEDITERRÁNEO",4010361,"Centro privado",1
298,"ESPAÑA","ROQUETAS DE MAR","Escuela de Educación Infantil","LAS LOMAS",4010371,"Centro público",0
299,"ESPAÑA","EJIDO (EL)","Centro Privado de Educación Infantil","PAIDÓS",4010383,"Centro privado",2
300,"ESPAÑA","TAHAL","Centro Público de Educación de Personas Adultas (Presencial)",,4500027,"Centro público",0
301,"ESPAÑA","ALHAMA DE ALMERÍA","Centro Público de Educación de Personas Adultas (Presencial)",,4500039,"Centro público",0
302,"ESPAÑA","GÁDOR","Centro Público de Educación de Personas Adultas (Presencial)",,4500040,"Centro público",0
303,"ESPAÑA","HUÉRCAL DE ALMERÍA","Centro Privado de Educación Infantil","LA GUARDE",4009800,"Centro privado",2
304,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","PINOCHO",4009836,"Centro privado",2
305,"ESPAÑA","HUÉRCAL DE ALMERÍA","Centro Privado de Educación Infantil","LA PIÑATA",4009848,"Centro privado",2
306,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","EDUCAMAR",4009851,"Centro privado",2
307,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","NE-NES",4009861,"Centro privado",2
308,"ESPAÑA","ALBOLODUY","Escuela de Educación Infantil","LA CHIMENEA DE LAS HADAS",4009873,"Centro público",0
309,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","EL OSITO DE LA CASA AZUL",4009885,"Centro privado",2
310,"ESPAÑA","OLULA DEL RÍO","Centro Privado de Educación Infantil","COLORÍN COLORADO",4009897,"Centro privado",2
311,"ESPAÑA","BENAHADUX","Centro Privado de Educación Infantil","PEKES",4009903,"Centro privado",2
312,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","LUNA LUNERA",4009915,"Centro privado",2
313,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","LOS FRANCISCANOS",4009927,"Centro privado",2
314,"ESPAÑA","CARBONERAS","Escuela de Educación Infantil","CABALLITO DE MAR",4009940,"Centro público",0
315,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","EL VAPORCITO",4009952,"Centro privado",2
316,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","BABY SCHOOL",4009964,"Centro privado",2
317,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","AROS II",4009976,"Centro privado",2
318,"ESPAÑA","HUÉRCAL DE ALMERÍA","Centro Privado de Educación Infantil","BABY¿S",4010000,"Centro privado",2
319,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","EL PAÍS DE LAS MARAVILLAS",4010012,"Centro privado",2
320,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","GAUDÍ",4010218,"Centro privado",2
321,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","STELLA MARIS-PUERTO",4009332,"Centro privado",2
322,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Educación Infantil","LA GUARDE DE CARMEN",4009401,"Centro privado",2
323,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","CUCÚ",4009411,"Centro privado",2
324,"ESPAÑA","ALHAMA DE ALMERÍA","Escuela de Educación Infantil","NO CONSTA",4009423,"Centro público",0
325,"ESPAÑA","ALBOX","Escuela de Educación Infantil","ALBOX",4009459,"Centro público",0
326,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","LOS ALMENDROS",4009472,"Centro público",0
327,"ESPAÑA","ZURGENA","Escuela de Educación Infantil","CHICOS",4009629,"Centro público",0
328,"ESPAÑA","ANTAS","Escuela de Educación Infantil","LA PERNERA",4009630,"Centro público",0
329,"ESPAÑA","MOJONERA (LA)","Colegio Público","ANGEL FRIGOLA",4005442,"Centro público",0
330,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","VIRGEN DEL PILAR",4005491,"Centro privado",2
331,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","LOS LÁPICES 2",4005521,"Centro privado",2
332,"ESPAÑA","CANJÁYAR","Instituto de Educación Secundaria (IES)","VALLE DE ANDARAX",4005533,"Centro público",0
333,"ESPAÑA","CUEVAS DEL ALMANZORA","Colegio Público","ENCARNC.ASENSIO GRANADOS",4005557,"Centro público",0
334,"ESPAÑA","HUÉRCAL DE ALMERÍA","Colegio Público"," AVDA. VEINTIOCHO  DE FEBRERO",4005582,"Centro público",0
335,"ESPAÑA","ROQUETAS DE MAR","Colegio Público","ARCO IRIS",4005594,"Centro público",0
336,"ESPAÑA","ALMERÍA","Colegio Público","SAN VICENTE",4005612,"Centro público",0
337,"ESPAÑA","EJIDO (EL)","Centro Privado de Educación  Especial","ASPRODESA E.E.",4005661,"Centro privado",2
338,"ESPAÑA","ALMERÍA","Colegio Público","ADELA DIAZ",4005673,"Centro público",0
339,"ESPAÑA","ALMERÍA","Colegio Público","JOSEFINA BARO SOLER",4005697,"Centro público",0
340,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","GLORIA FUERTES",4005715,"Centro público",0
341,"ESPAÑA","ALMERÍA","Centro Privado con varias Enseñanzas de Régimen General","CIUDAD DE ALMERIA",4005739,"Centro privado",1
342,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","VIRGEN DEL CARMEN",4005740,"Centro privado",2
343,"ESPAÑA","ROQUETAS DE MAR","Centro Privado con varias Enseñanzas de Régimen General","AL-BAYYANA",4005764,"Centro privado",1
344,"ESPAÑA","ALMERÍA","Colegio Público","MADRE DE LA LUZ",4005041,"Centro público",0
345,"ESPAÑA","ALMERÍA","Colegio Público","PADRE MÉNDEZ",4005053,"Centro público",0
346,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil",,4005089,"Centro público",0
347,"ESPAÑA","ROQUETAS DE MAR","Centro Docente Privado Extranjero en España","ST. GEORGE'S BRITISH SCHOOL OF ROQUETAS DE MAR",4009216,"Centro privado",2
348,"ESPAÑA","HUÉRCAL DE ALMERÍA","Centro Privado de Enseñanzas de Régimen General","EL PARQUE",4009228,"Centro privado",1
349,"ESPAÑA","ALMERÍA","Centro Privado de Formación Profesional Específica","SALÓN FUNDAMENTALS",4009231,"Centro privado",2
350,"ESPAÑA","HUÉRCAL DE ALMERÍA","Centro Privado de Educación Infantil","LOS PATITOS",4009241,"Centro privado",2
351,"ESPAÑA","ALMERÍA","Centro Privado de Educación Infantil","AROS",4009253,"Centro privado",2
352,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","MEDITERRÁNEO",4009265,"Centro público",0
353,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","UNIVERSIDAD DE ALMERÍA",4009289,"Centro público",0
354,"ESPAÑA","GÁDOR","Escuela de Educación Infantil",,4009290,"Centro público",0
355,"ESPAÑA","ADRA","Escuela de Educación Infantil","VIRGEN DE LA VEGA",4009307,"Centro público",0
356,"ESPAÑA","DALÍAS","Escuela de Educación Infantil","MADRE IGNACIA",4009319,"Centro público",0
357,"ESPAÑA","VERA","Centro Privado con varias Enseñanzas de Régimen General","COLEGIO VALDESERRA",4009320,"Centro privado",1
358,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","OLIVEROS",4008947,"Centro privado",1
359,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","VILLABLANCA",4008959,"Centro privado",1
360,"ESPAÑA","EJIDO (EL)","Centro Privado de Enseñanzas de Régimen General","ELFOS",4008960,"Centro privado",1
361,"ESPAÑA","ROQUETAS DE MAR","Centro Privado de Enseñanzas de Régimen General","ALMERAGUA",4008972,"Centro privado",1
362,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","TORRE DE LOS ÁNGELES",4008984,"Centro público",0
363,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","LAS MARGARITAS",4008996,"Centro público",0
364,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","LAS NORIAS",4009009,"Centro público",0
365,"ESPAÑA","HUÉRCAL-OVERA","Escuela de Educación Infantil","LOS RUISEÑORES",4009010,"Centro público",0
366,"ESPAÑA","ROQUETAS DE MAR","Escuela de Educación Infantil","LA ROSALEDA",4009022,"Centro público",0
367,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","SANTO ÁNGEL DE LA GUARDA",4009034,"Centro público",0
368,"ESPAÑA","ROQUETAS DE MAR","Escuela de Educación Infantil","LAS AMAPOLAS",4009046,"Centro público",0
369,"ESPAÑA","VÍCAR","Escuela de Educación Infantil","LOS GERANIOS",4009058,"Centro público",0
370,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","BALERMA",4009061,"Centro público",0
371,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","LOS LLANOS DE LA CAÑADA",4009071,"Centro público",0
372,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","LA ESMERALDA",4009083,"Centro público",0
373,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","LA ALCAZABA",4009095,"Centro público",0
374,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","ESPEJO DEL MAR",4009101,"Centro público",0
375,"ESPAÑA","ALMERÍA","Escuela de Educación Infantil","DUMBO",4009113,"Centro público",0
376,"ESPAÑA","VERA","Escuela de Educación Infantil","CAMPANILLAS",4009125,"Centro público",0
377,"ESPAÑA","VÍCAR","Escuela de Educación Infantil","LOS JAZMINES",4009137,"Centro público",0
378,"ESPAÑA","BERJA","Escuela de Educación Infantil","BALANEGRA",4008741,"Centro público",0
379,"ESPAÑA","CANTORIA","Escuela de Educación Infantil","CANTORIA",4008753,"Centro público",0
380,"ESPAÑA","CHIRIVEL","Escuela de Educación Infantil","CHIRIVEL",4008765,"Centro público",0
381,"ESPAÑA","HUÉRCAL DE ALMERÍA","Escuela de Educación Infantil","DUMBO",4008777,"Centro público",0
382,"ESPAÑA","FINES","Escuela de Educación Infantil","FINES",4008789,"Centro público",0
383,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","SAN AGUSTÍN",4008790,"Centro público",0
384,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","MATAGORDA",4008807,"Centro público",0
385,"ESPAÑA","EJIDO (EL)","Escuela de Educación Infantil","LOS CARACOLES",4008819,"Centro público",0
386,"ESPAÑA","PECHINA","Escuela de Educación Infantil","BAYYANA",4008820,"Centro público",0
387,"ESPAÑA","MOJONERA (LA)","Escuela de Educación Infantil","BURBUJAS",4008832,"Centro público",0
388,"ESPAÑA","PULPÍ","Escuela de Educación Infantil","LOS ANTONES",4008844,"Centro público",0
389,"ESPAÑA","TABERNAS","Escuela de Educación Infantil","TABERNAS",4008856,"Centro público",0
390,"ESPAÑA","VÍCAR","Escuela de Educación Infantil","LAS AZUCENAS",4008868,"Centro público",0
391,"ESPAÑA","OLULA DEL RÍO","Escuela de Educación Infantil","OLULA DEL RÍO",4008871,"Centro público",0
392,"ESPAÑA","MOJONERA (LA)","Escuela de Educación Infantil","LOS COLORES",4008881,"Centro público",0
393,"ESPAÑA","VIATOR","Colegio Público","JOAQUIN VISIEDO",4004449,"Centro público",0
394,"ESPAÑA","ALMERÍA","Colegio Público","TORREMAR",4004462,"Centro público",0
395,"ESPAÑA","ZURGENA","Colegio Público","LA ALFOQUIA",4004474,"Centro público",0
396,"ESPAÑA","ZURGENA","Colegio Público","JUAN ANDRES DE TOLEDO",4004486,"Centro público",0
397,"ESPAÑA","ALMERÍA","Colegio Público","FERRER GUARDIA",4004498,"Centro público",0
398,"ESPAÑA","EJIDO (EL)","Colegio Público","SAN AGUSTÍN",4004504,"Centro público",0
399,"ESPAÑA","BERJA","Escuela de Educación Infantil","BARAJAS",4004541,"Centro público",0
400,"ESPAÑA","VÍCAR","Colegio Público","VIRGEN DE LA PAZ",4004553,"Centro público",0
401,"ESPAÑA","OLULA DEL RÍO","Colegio Público","TRINA RULL",4003433,"Centro público",0
402,"ESPAÑA","OLULA DEL RÍO","Instituto de Educación Secundaria (IES)","ROSA NAVARRO",4003457,"Centro público",0
403,"ESPAÑA","ORIA","Colegio Público","SAN GREGORIO",4003470,"Centro público",0
404,"ESPAÑA","PECHINA","Colegio Público","JOSE DIAZ DIAZ",4003512,"Centro público",0
405,"ESPAÑA","PULPÍ","Colegio Público","EMILIO ZURANO MUÑOZ",4003551,"Centro público",0
406,"ESPAÑA","PURCHENA","Colegio Público","SAN GINES",4003664,"Centro público",0
407,"ESPAÑA","RIOJA","Colegio Público","ANTONIO DEVALQUE",4003688,"Centro público",0
408,"ESPAÑA","NÍJAR","Colegio Público","CAMPO DE NÍJAR NORTE",4003691,"Centro público",0
409,"ESPAÑA","ROQUETAS DE MAR","Colegio Público","TRINIDAD MARTINEZ",4003706,"Centro público",0
410,"ESPAÑA","ROQUETAS DE MAR","Colegio Público","LLANOS DE MARIN",4003718,"Centro público",0
411,"ESPAÑA","ALBOLODUY","Colegio Público","AZAHAR",4008686,"Centro público",0
412,"ESPAÑA","ALMERÍA","Centro Privado de Enseñanzas de Régimen General","VEO-VEO",4008698,"Centro privado",1
413,"ESPAÑA","VÉLEZ-BLANCO","Escuela Pública de Música y/o Danza","NO CONSTA",4008704,"Centro público",0
414,"ESPAÑA","MOJÁCAR","Escuela de Educación Infantil","GARABATO",4008716,"Centro público",0
